Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2013,417,IBANDA,HEADTEACHER,Mixed day,5,7,,12,
2013,417,IBANDA,TEACHER LEFT IN CHARGE,Mixed day,6,4,,10,
2013,417,IBANDA,TEACHER LEFT IN CHARGE,Mixed day,10,2,,12,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,5,5,,10,
2013,417,IBANDA,DEPUTY HEADTEACHER,Boys day and boarding,9,3,,12,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,7,3,,10,
2013,418,ISINGIRO,DEPUTY HEAD,Mixed day,5,9,0,14,
2013,418,ISINGIRO,HEDTEACHER,Mixed day,7,7,0,14,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,5,4,0,9,
2013,418,ISINGIRO,HEADTEACHER,,2,6,1,8,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,8,3,0,11,
2013,418,ISINGIRO,EADTEACHER,Mixed day,10,7,,17,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,4,7,0,11,
2013,418,ISINGIRO,DEPUTY HEADTEACHER,Mixed day,8,2,,10,
2013,418,ISINGIRO,H/TEACHER,Mixed day,4,6,0,10,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,7,3,,10,
2013,418,ISINGIRO,DEPUTY  HEAD,Mixed day,6,8,0,14,
2013,418,ISINGIRO,DEPUTY  HEAD,Mixed day,5,5,0,10,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,4,7,,11,
2013,418,ISINGIRO,DEPUTY HEADTEACHER,Mixed day,6,6,1,12,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,14,4,,18,
2013,418,ISINGIRO,,Mixed day,,,,,
2013,418,ISINGIRO,DEPUTY HEADTEACHER,Mixed day,5,2,0,7,
2013,418,ISINGIRO,DEPUTY HEADTEACHER,Mixed day,7,6,0,13,
2013,418,ISINGIRO,DEPUTY HEADTEACHER,Mixed day,7,5,,12,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,,,0,12,
2013,418,ISINGIRO,h/teacher,Mixed day,8,4,0,12,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,7,4,1,11,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,5,2,,7,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,13,3,,16,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,9,2,,11,
2013,418,ISINGIRO,TEACHER  LEFT IN CHARGE,Mixed day,2,8,0,10,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,10,7,1,17,
2013,418,ISINGIRO,HEADTEACHER,Mixed day,4,3,,7,
2013,404,KABALE,HEADTEACHER,Mixed day,10,18,2,28,
2013,404,KABALE,H/T,Mixed day,8,7,,15,
2013,404,KABALE,HEADTEACHER,Mixed day,5,4,,9,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,4,1,,5,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,5,2,,7,
2013,404,KABALE,HEADTEACHER,Mixed day,6,2,,8,
2013,404,KABALE,HEADTEACHER,Mixed day,10,1,,11,
2013,404,KABALE,HEADTEACHER,Mixed day,12,4,0,16,
2013,404,KABALE,D/HEADTEACHER,Mixed day,6,6,1,12,
2013,404,KABALE,HEADTEACHER,Girls day,5,6,1,11,
2013,404,KABALE,HEADTEACHER,Mixed day,5,3,1,8,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,4,6,,10,
2013,404,KABALE,,Mixed day,7,6,,13,
2013,404,KABALE,HEADTEACHER,Mixed day,3,13,,16,
2013,404,KABALE,HEADTEACHER,Mixed day,6,3,0,9,
2013,404,KABALE,,Mixed day,5,5,10,10,
2013,404,KABALE,HEADTEACHER,Mixed day,7,,,7,
2013,404,KABALE,TEACHER LEFT IN CHARGE,Mixed day,10,3,,13,
2013,404,KABALE,HEADTEACHER,Mixed day,8,5,1,13,
2013,404,KABALE,HEADTEACHER,Mixed day,11,4,1,15,
2013,404,KABALE,HEADTEACHER,Mixed day,10,10,,20,
2013,404,KABALE,TEACHER LEFT IN CHARGE,Mixed day,8,7,,15,
2013,404,KABALE,HEADTEACHER,Mixed day,8,1,,9,
2013,404,KABALE,H/T,Mixed day,4,4,1,8,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,19,32,3,51,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,15,6,,21,
2013,404,KABALE,H/T,Mixed day,4,7,1,11,
2013,404,KABALE,0DEPUTY HEADTEACHER,Mixed day,7,1,0,8,
2013,404,KABALE,DEPUTY HEADTEACHER,Mixed day,3,6,1,19,
2013,404,KABALE,HEADTEACHER,Mixed day,6,7,,13,
2013,405,KABAROLE,HEADTEACHER,Mixed day,6,7,0,13,
2013,405,KABAROLE,TEACHER LEFT IN CHARGE,Mixed day,4,2,,6,
2013,405,KABAROLE,HEADTEACHER,Mixed day,4,7,1,11,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,5,13,1,18,
2013,405,KABAROLE,HEADTEACHER,Mixed day,4,14,1,18,
2013,405,KABAROLE,HEADTEACHER,Mixed day,6,7,0,13,
2013,405,KABAROLE,HEAD TEACHER,Mixed day,10,2,,12,
2013,405,KABAROLE,HEADTEACHER,,,,,,
2013,405,KABAROLE,HEADTEACHER,Mixed day,4,11,,15,
2013,405,KABAROLE,HEADTEACHER,Mixed dayGirls dayBoys day,7,3,0,10,
2013,405,KABAROLE,HEADTEACHER,Mixed day,7,5,,12,
2013,405,KABAROLE,HEADTEACHER,Mixed day,7,5,,12,
2013,405,KABAROLE,HEAD TEACHER,Mixed day,9,9,,19,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,4,,1,4,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed boarding,8,21,1,29,
2013,405,KABAROLE,HEADTEACHER,Mixed day,6,14,,10,
2013,405,KABAROLE,NO INFO,,,,,,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,5,11,1,15,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,5,16,1,21,
2013,405,KABAROLE,,,,,,,
2013,405,KABAROLE,HEADTEACHER,Mixed day,6,11,2,17,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,11,6,,17,
2013,405,KABAROLE,TEACHER LEFT IN CHARGE,Mixed day,8,7,6,15,
2013,405,KABAROLE,HEADTEACHER,Mixed day,7,9,,16,
2013,405,KABAROLE,HEAD TEACHER,Mixed day,4,14,2,18,
2013,405,KABAROLE,HEADTEACHER,Mixed day,3,14,2,17,
2013,405,KABAROLE,DEPUTY HEADTEACHER,Mixed day,13,16,,29,
2013,405,KABAROLE,TEACHER LEFT IN CHARGE,Mixed day,7,8,,15,
2013,405,KABAROLE,HEAD TEACHER,Mixed day,15,20,1,35,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,8,1,,9,
2013,413,KAMWENGE,,Mixed day,7,2,0,9,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,5,2,1,7,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,7,3,,10,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,4,3,,7,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,10,1,,11,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,11,5,2,16,
2013,413,KAMWENGE,h/teacher,Mixed day,8,1,0,11,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,6,3,0,9,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,5,4,,9,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,7,1,0,8,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,13,1,,14,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,3,4,1,7,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,6,5,1,11,
2013,413,KAMWENGE,HEADTEACHER,,,,,,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,5,5,,10,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,8,,,8,
2013,413,KAMWENGE,HEADTEACHER,Mixed boarding,4,4,,8,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,5,5,0,10,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,7,2,1,9,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,11,1,0,12,
2013,413,KAMWENGE,HEADTEACHER,Mixed day,5,4,,9,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Boys day and boarding,8,7,2,15,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,6,3,,9,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,10,3,0,13,
2013,413,KAMWENGE,HEAD TEACHER,Mixed day,4,1,,5,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,8,4,1,12,
2013,413,KAMWENGE,DEPUTY HEADTEACHER,Mixed day,8,8,0,16,
2013,414,KANUNGU,TEACHER LEFT IN CHARGE,Mixed day,5,1,,6,
2013,414,KANUNGU,DEPUTY HEADTEACHER,Mixed day,6,4,,10,
2013,414,KANUNGU,HEADTEACHER,,10,7,,17,
2013,414,KANUNGU,HEADTEACHER,Mixed day,10,7,1,17,
2013,414,KANUNGU,HEAD TEACHER,Mixed day,12,1,0,13,
2013,414,KANUNGU,HEADTEACHER,Mixed day,7,2,,10,
2013,414,KANUNGU,DEPUTY HEADTEACHER,Mixed day,9,2,0,11,
2013,414,KANUNGU,TEACHER LEFT IN CHARGE,Mixed day,7,2,,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,8,2,,10,
2013,414,KANUNGU,HEADTEACHER,Mixed day,6,1,,7,
2013,414,KANUNGU,HEADTEACHER,Mixed day,8,3,,11,
2013,414,KANUNGU,HEADTEACHER,Mixed day,3,2,,5,
2013,414,KANUNGU,DEPUTY HEADTEACHER,,6,4,,10,
2013,414,KANUNGU,HEADTEACHER,Mixed day,11,6,,17,
2013,414,KANUNGU,HEADTEACHER,Mixed day,7,3,2,10,
2013,414,KANUNGU,TEACHER LEFT IN CHARGE,Mixed day,7,1,,8,
2013,414,KANUNGU,HEADTEACHER,Mixed day,8,2,0,10,
2013,414,KANUNGU,headteacher,Mixed day,5,6,,11,
2013,414,KANUNGU,DEPUTY  HEAD,Mixed day,7,2,0,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,5,4,,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,4,5,,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,4,5,1,9,
2013,414,KANUNGU,DEPUTY HEADTEACHER,Mixed day,5,6,1,11,
2013,414,KANUNGU,HEADTEACHER,Mixed day,7,2,0,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,10,7,1,17,
2013,414,KANUNGU,TEACHER LEFT IN CHARGE,Mixed day,5,6,2,11,
2013,414,KANUNGU,HEADTEACHER,Mixed day,6,2,,8,
2013,414,KANUNGU,DEPUTY HEADTEACHER,Mixed day,8,1,,9,
2013,414,KANUNGU,HEADTEACHER,Mixed day,16,1,0,17,
2013,414,KANUNGU,HEADTEACHER,Mixed day,4,2,,6,
2013,406,KASESE,DEPUTY HEADTEACHER,Mixed day,8,10,,18,
2013,406,KASESE,HEADTEACHER,Mixed day,6,9,,15,
2013,406,KASESE,h/teacher,Mixed day,5,4,,9,
2013,406,KASESE,HEAD TEACHER,Mixed day,8,2,,10,
2013,406,KASESE,h/teacher,Mixed day,13,1,,14,
2013,406,KASESE,DEPUTY HEADTEACHER,Mixed day,6,17,,23,
2013,406,KASESE,HEADTEACHER,Mixed day,7,15,1,22,
2013,406,KASESE,deputy head,Mixed day,10,2,,12,
2013,406,KASESE,teacher in charge,Mixed day,5,4,1,9,
2013,406,KASESE,HEADTEACHER,Mixed day,6,4,1,10,
2013,406,KASESE,TEACHER  LEFT  IN CHARGE,Mixed day,7,6,,13,
2013,406,KASESE,TEACHER IN CHARGE,Mixed day,8,2,,10,
2013,406,KASESE,DEPUTY HEADTEACHER,Mixed day,7,6,,9,
2013,406,KASESE,HEADTEACHER,Mixed day,8,5,,13,
2013,406,KASESE,HEADTEACHER,Mixed day,10,8,,18,
2013,406,KASESE,HEADTEACHER,Mixed day,4,17,1,21,
2013,406,KASESE,HEADTEACHER,Mixed day,4,13,8,17,
2013,406,KASESE,TEACHER LEFT IN CHARGE,Mixed day,14,7,1,21,
2013,406,KASESE,TEACHER LEFT IN CHARGE,Mixed day,11,2,,13,
2013,406,KASESE,HEAD TEACHER,Mixed day,6,5,,11,
2013,406,KASESE,HEADTEACHER,Mixed day,3,1,,4,
2013,406,KASESE,HEADTEACHER,Mixed day,9,7,,16,
2013,406,KASESE,HEADTEACHER,Mixed day,7,9,,16,
2013,406,KASESE,HEADTEACHER,Mixed day,6,3,,9,
2013,406,KASESE,HEADTEACHER,Mixed day,9,3,0,12,
2013,406,KASESE,HEADTEACHER,Mixed day,9,3,1,12,
2013,406,KASESE,HEAD TEACHER,Mixed day,6,15,,21,
2013,406,KASESE,HEADTEACHER,Mixed day,9,1,2,10,
2013,406,KASESE,DEPUTY HEADTEACHER,Mixed day,11,6,,17,
2013,406,KASESE,HEADTEACHER,Mixed day,4,5,,9,
2013,407,KIBAALE,h/teacher,Mixed day,6,3,0,9,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,3,4,,7,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,7,1,,8,
2013,407,KIBAALE,TEACHER LEFT IN CHARGE,Mixed day,10,11,7,21,
2013,407,KIBAALE,TEACHER LEFT IN CHARGE,Mixed day,2,1,,3,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,7,4,1,11,
2013,407,KIBAALE,HEADTEACHER,Mixed dayGirls dayBoys day,7,3,0,10,
2013,407,KIBAALE,HEADTEACHER,Mixed day,7,10,2,17,
2013,407,KIBAALE,HEADTEACHER,Mixed day,3,5,0,8,
2013,407,KIBAALE,HEADTEACHER,Mixed day,8,2,0,10,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,5,5,,10,
2013,407,KIBAALE,h/teacher,Mixed day,5,7,,12,
2013,407,KIBAALE,HEADTEACHER,Mixed day,7,4,,11,
2013,407,KIBAALE,HEADTEACHER,Mixed day,6,4,,10,
2013,407,KIBAALE,HEADTEACHER,Mixed day,7,1,,8,
2013,407,KIBAALE,HEADTEACHER,Mixed day,5,3,1,8,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,8,2,0,10,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,7,4,,11,
2013,407,KIBAALE,,Mixed day,6,11,2,17,
2013,407,KIBAALE,HEADTEACHER,Mixed day,6,1,,7,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,5,2,0,7,
2013,407,KIBAALE,HEADTEACHER,Mixed day,3,5,,8,
2013,407,KIBAALE,HEADTEACHER,Mixed day,6,4,1,10,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,3,3,,6,
2013,407,KIBAALE,DEPUTY HEADTEACHER,Mixed day,8,,1,8,
2013,407,KIBAALE,HEADTEACHER,Mixed day,8,1,0,9,
2013,407,KIBAALE,,Mixed day,4,1,,5,
2013,407,KIBAALE,HEADTEACHER,Mixed day,11,8,1,19,
2013,407,KIBAALE,HEADTEACHER,Mixed day,7,1,,8,
2013,407,KIBAALE,HEADTEACHER,Mixed day,3,7,,10,
2013,419,KIRUHURA,HAEDTEACHER,,6,2,2,8,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,5,7,,12,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,5,5,,,
2013,419,KIRUHURA,h/teacher,Mixed day,6,3,,9,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,4,9,,13,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,5,4,,9,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,7,6,0,13,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,2,1,,3,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,6,3,0,9,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,7,6,0,13,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,8,1,0,9,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,1,2,1,3,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,7,10,0,17,
2013,419,KIRUHURA,DEPUTY  HEAD,Mixed day,2,7,,9,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,5,3,,8,
2013,419,KIRUHURA,HEADTEACHER,,8,6,0,14,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,5,2,,7,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,8,5,1,13,
2013,419,KIRUHURA,teacher in charge,Mixed boarding,7,5,0,12,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,8,7,,15,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,6,1,,7,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,8,2,,10,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,7,7,0,14,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,8,6,,14,
2013,419,KIRUHURA,DEPUTY HEADTEACHER,Mixed day,6,5,5,11,
2013,419,KIRUHURA,H/T,Mixed day,7,4,,11,
2013,419,KIRUHURA,TEACHER LEFT IN CHARGE,Mixed day,4,5,0,9,
2013,419,KIRUHURA,HEADTEACHER,Boys day and boarding,7,1,,8,
2013,419,KIRUHURA,TEACHER LEFT IN CHARGE,Mixed boarding,7,5,,12,
2013,419,KIRUHURA,HEADTEACHER,Mixed day,8,3,,11,
2013,408,KISORO,HEADTEACHER,Mixed day,3,1,,4,
2013,408,KISORO,HEADTEACHER,Mixed day,10,8,,18,
2013,408,KISORO,HEADTEACHER,Mixed day,8,,,8,
2013,408,KISORO,HEADTEACHER,Mixed day,9,9,1,18,
2013,408,KISORO,HEADTEACHER,Mixed day,4,4,1,8,
2013,408,KISORO,HEADTEACHER,Mixed day,8,4,,12,
2013,408,KISORO,HEADTEACHER,Mixed day,4,9,,13,
2013,408,KISORO,HEADTEACHER,Mixed day,5,4,,9,
2013,408,KISORO,HEADTEACHER,Mixed day,6,2,,8,
2013,408,KISORO,HEADTEACHER,Mixed day,9,5,,14,
2013,408,KISORO,HEADTEACHER,Mixed day,7,1,,8,
2013,408,KISORO,HEADTEACHER,Mixed day,10,8,,18,
2013,408,KISORO,HEADTEACHER,Mixed day,6,1,,7,
2013,408,KISORO,HEADTEACHER,Mixed day,3,5,,8,
2013,408,KISORO,HEADTEACHER,Mixed day,4,3,,7,
2013,408,KISORO,,,,,,,
2013,408,KISORO,DEPUTY,Mixed day,7,4,,11,
2013,408,KISORO,DEPUTY HEADTEACHER,Mixed day,5,5,,10,
2013,408,KISORO,HEADTEACHER,Mixed day,16,1,2,17,
2013,408,KISORO,HEADTEACHER,Mixed day,11,6,,17,
2013,408,KISORO,HEADTEACHER,Mixed day,9,1,1,10,
2013,408,KISORO,TEACHER IN CHARGE,Mixed day,10,7,1,17,
2013,408,KISORO,HEADTEACHER,Mixed day,9,14,11,23,
2013,408,KISORO,headteacher,Mixed day,12,3,,15,
2013,408,KISORO,HEADTEACHER,Mixed day,6,1,,7,
2013,408,KISORO,HEADTEACHER,Mixed day,16,9,,24,
2013,408,KISORO,HEADTEACHER,Mixed day,12,5,,17,
2013,408,KISORO,HEADTEACHER,Mixed day,10,8,,18,
2013,408,KISORO,HEADTEACHER,Mixed day,7,1,,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,8,3,,11,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,12,5,1,17,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,8,6,,14,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,2,8,0,10,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,5,3,,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,7,1,0,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,3,4,,7,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,9,2,0,11,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,2,4,,6,
2013,415,KYENJOJO,h/teacher,Mixed day,5,4,,9,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,7,1,0,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,5,3,0,8,
2013,415,KYENJOJO,head teacher,Mixed day,5,3,,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,10,,9,10,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,4,5,1,9,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,6,3,2,9,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,7,2,0,9,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,8,5,0,13,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,3,5,,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,5,7,0,12,
2013,415,KYENJOJO,head teacher,Mixed day,4,5,,9,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,6,8,0,14,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,7,1,0,8,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,6,5,0,11,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,5,2,0,7,
2013,415,KYENJOJO,teacher,Mixed day,2,9,,11,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,5,5,0,10,
2013,415,KYENJOJO,HEADTEACHER,Mixed day,12,6,1,18,
2013,415,KYENJOJO,d/teacher,Mixed day,6,5,2,11,
2013,415,KYENJOJO,DEPUTY HEADTEACHER,Mixed day,12,14,0,26,
2013,409,MASINDI,HEADTEACHER,Mixed day,7,1,,8,
2013,409,MASINDI,DEPUTY HEADTEACHER,Mixed day,4,4,,8,
2013,409,MASINDI,TEACHER LEFT IN CHARGE,Mixed day,3,8,1,11,
2013,409,MASINDI,HEADTEACHER,Mixed day,4,7,1,12,
2013,409,MASINDI,HEADTEACHER,Mixed day,4,6,,10,
2013,409,MASINDI,HEADTEACHER,Mixed day,8,9,1,17,
2013,409,MASINDI,HEADTEACHER,Mixed day,9,3,,12,
2013,409,MASINDI,HEADTEACHER,Mixed day,9,10,1,19,
2013,409,MASINDI,HEADTEACHER,Mixed day,6,2,,8,
2013,409,MASINDI,TEACHER LEFT IN CHARGE,Mixed day,22,2,1,24,
2013,409,MASINDI,HEADTEACHER,Mixed day,11,18,,29,
2013,409,MASINDI,TEACHER LEFT IN CHARGE,Mixed day,9,1,,10,
2013,409,MASINDI,HEADTEACHER,Mixed day,2,8,,10,
2013,409,MASINDI,HEADTEACHER,Mixed day,6,13,2,19,
2013,409,MASINDI,DEPUTY HEADTEACHER,Mixed day,5,3,,8,
2013,409,MASINDI,HEAD TEACHER,Mixed day,7,5,2,12,
2013,409,MASINDI,d/teacher,Mixed day,14,4,1,18,
2013,409,MASINDI,h/teacher,Mixed day,14,8,4,22,
2013,409,MASINDI,HEADTEACHER,Mixed day,8,6,1,14,
2013,409,MASINDI,deputy headteacher,Mixed day,5,7,2,12,
2013,409,MASINDI,HEADTEACHER,Mixed day,4,,1,10,
2013,409,MASINDI,HEADTEACHER,Mixed boarding,7,7,,14,
2013,409,MASINDI,HEADTEACHER,Mixed day,3,6,2,9,
2013,409,MASINDI,DEPUTY HEADTEACHER,Mixed day,5,3,,8,
2013,409,MASINDI,HEADTEACHER,Mixed day,4,4,,8,
2013,409,MASINDI,HEADTEACHER,Mixed day,5,5,1,10,
2013,409,MASINDI,DEPUTY HEADTEACHER,Mixed day,6,3,1,9,
2013,409,MASINDI,HEADTEACHER,Mixed day,5,3,,8,
2013,409,MASINDI,HEADTEACHER,Mixed day,10,9,2,19,
2013,409,MASINDI,HEADTEACHER,Mixed day,13,14,1,17,
2013,410,MBARARA,HEADTEACHER,Boys day and boarding,5,4,,9,
2013,410,MBARARA,HEAD,Mixed day,7,2,,9,
2013,410,MBARARA,DEPUTY HEADTEACHER,Mixed day,7,3,,10,
2013,410,MBARARA,HEAD TEACHER,Mixed day,5,6,,11,
2013,410,MBARARA,HEADTEACHER,Mixed day,4,5,0,9,
2013,410,MBARARA,HEADTEACHER,Mixed day,3,13,0,16,
2013,410,MBARARA,HEADTEACHER,Boys boarding,6,13,2,19,
2013,410,MBARARA,DEPUTY HEADTEACHER,Boys day and boarding,8,9,,17,
2013,410,MBARARA,HEADTEACHER,Mixed day,6,5,0,11,
2013,410,MBARARA,HEADTEACHER,Mixed day,4,8,,12,
2013,410,MBARARA,HEADTEACHER,Mixed day,6,4,,10,
2013,410,MBARARA,DEPUTY,Mixed day,4,5,,9,
2013,410,MBARARA,HEADTEACHER,Mixed day,5,5,1,10,
2013,410,MBARARA,HEADTEACHER,Mixed day,3,5,,8,
2013,410,MBARARA,DEPUTY HEADTEACHER,Boys day and boarding,5,6,,13,
2013,410,MBARARA,HEADTEACHER,Mixed day,10,22,0,32,
2013,410,MBARARA,HEADTEACHER,Mixed day,6,5,,11,
2013,410,MBARARA,HEADTEACHER,Mixed day,10,6,,16,
2013,410,MBARARA,TEACHER LEFT IN CHARGE,Mixed day,6,3,,9,
2013,410,MBARARA,HEADTEACHER,Mixed day,6,6,1,12,
2013,410,MBARARA,DEPUTY HEADTEACHER,Mixed day,6,6,0,12,
2013,410,MBARARA,HEADTEACHER,Mixed day,8,3,0,11,
2013,410,MBARARA,HEADTEACHER,Mixed day,6,5,,11,
2013,410,MBARARA,HEADTEACHER,Mixed day,7,14,,21,
2013,410,MBARARA,DEP H/T,Mixed day,8,7,1,15,
2013,410,MBARARA,HEADTEACHER,Boys day and boarding,21,23,,54,
2013,410,MBARARA,HEADTEACHER,Boys day and boarding,5,12,,17,
2013,410,MBARARA,HEADTEACHER,Mixed day,7,9,,16,
2013,410,MBARARA,HEAD TEACHER,Mixed day,6,8,,14,
2013,410,MBARARA,HEADTEACHER,Mixed day,3,8,0,11,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,8,8,,16,
2013,411,NTUNGAMO,H/T,Mixed day,4,6,,10,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,9,6,0,15,
2013,411,NTUNGAMO,,Mixed day,6,5,0,11,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,7,4,,11,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,4,5,,9,
2013,411,NTUNGAMO,TEACHER LEFT IN CHARGE,Mixed day,3,4,,7,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,4,4,,8,
2013,411,NTUNGAMO,DEPUTY HEADTEACHER,Mixed day,3,3,,6,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,6,4,2,11,
2013,411,NTUNGAMO,DEPUTY HEADTEACHER,Mixed day,8,2,,10,
2013,411,NTUNGAMO,,Mixed day,6,7,,13,
2013,411,NTUNGAMO,DEPUTY HEADTEACHER,Mixed day,8,6,0,14,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,6,6,1,12,
2013,411,NTUNGAMO,,Mixed day,6,7,,13,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,5,6,2,11,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,7,3,,10,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,5,3,,8,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,11,3,0,14,
2013,411,NTUNGAMO,HEADTEACHER,Mixed day,6,2,,8,
2013,411,NTUNGAMO,TEACHER LEFT IN CHARGE,Mixed day,6,4,,10,
