Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2013,308,MOROTO,HEADTEACHER,Boys day,13,12,4,25,
2013,308,MOROTO,HEADTEACHER,Mixed boarding,10,2,0,12,
2013,308,MOROTO,HEADTEACHER,Mixed day,14,8,,22,
2013,308,MOROTO,,,,,,,
2013,308,MOROTO,DEPUTY,Mixed day,13,7,1,20,
2013,308,MOROTO,0DEPUTY HEADTEACHER/08/DEPUTY HEADTEACHER0HEADTEACHERTEACHER LEFT IN CHARGE,Mixed boarding,5,7,3,12,
2013,308,MOROTO,HEADTEACHER,,6,8,1,14,
2013,308,MOROTO,HEADTEACHER,,5,3,0,8,
2013,308,MOROTO,dh/teacher,Mixed boarding,10,5,0,15,
2013,308,MOROTO,HEADTEACHER,Mixed day,2,0,0,2,
2013,308,MOROTO,DEPUTY HEADTEACHER,Mixed day,5,1,0,6,
2013,308,MOROTO,,,,,,,
2013,308,MOROTO,h/teacher,Mixed boarding,10,2,0,12,
2013,308,MOROTO,DEPUTY HEAD TEACHER,Boys day and boarding,14,8,,22,
2013,308,MOROTO,HEDTEACHER,Mixed day,19,11,,30,
2013,308,MOROTO,dh/teacher,Mixed day,13,7,1,20,
2013,308,MOROTO,HEADTEACHER,Mixed day,3,0,0,3,
2013,308,MOROTO,HEADTEACHER,,5,3,0,8,
2013,308,MOROTO,DEP UTY,Mixed day,6,0,1,6,
2013,308,MOROTO,HEADTEACHER,Mixed day,8,2,,10,
2013,308,MOROTO,DEPUTY HEADTEACHER,Mixed boarding,6,4,0,10,
2013,308,MOROTO,HEADTEACHER,Mixed boarding,2,4,0,6,
2013,308,MOROTO,HEADTEACHER,Mixed day,7,0,0,7,
2013,308,MOROTO,HEADTEACHER,,10,2,,12,
2013,308,MOROTO,DEPUTY,,14,8,,22,
2013,308,MOROTO,HEADTEACHER,Mixed day,1,4,0,5,
2013,309,MOYO,HEADTEACHER,Mixed day,8,1,,9,
2013,309,MOYO,HEADTEACHER,Mixed day,7,5,,12,
2013,309,MOYO,HEADTEACHER,Mixed day,11,2,,13,
2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,7,2,,9,
2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,6,4,1,10,
2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,10,4,,14,
2013,309,MOYO,HEADTEACHER,Mixed day,9,2,,11,
2013,309,MOYO,H/TEACHER,Girls day,9,4,1,13,
2013,309,MOYO,TEACHER IN CHARGE,Mixed day,7,6,0,13,
2013,309,MOYO,H/TEACHER,Mixed day,6,7,1,13,
2013,309,MOYO,DEPUTY,Mixed day,10,2,8,12,
2013,309,MOYO,TEACHER  LEFT IN CHARGE,Mixed day,10,4,0,14,
2013,309,MOYO,HEADTEACHER,Mixed day,9,2,1,11,
2013,309,MOYO,HEADTEACHER,Mixed day,4,1,1,5,
2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,9,3,,12,
2013,309,MOYO,HEADTEACHER,Mixed day,8,2,1,10,
2013,309,MOYO,HEADTEACHER,Mixed day,10,4,1,14,
2013,309,MOYO,H/TEACHER,Mixed day,6,4,,10,
2013,309,MOYO,DEPUTY   HEAD TEACHER,Mixed day,2,9,3,11,
2013,309,MOYO,HEADTEACHER,Mixed day,7,12,0,19,
2013,309,MOYO,TEACHER LEFT IN CHARGE,Mixed day,9,3,1,12,
2013,309,MOYO,DEPUTY HEADTEACHER,Mixed day,5,5,1,10,
2013,309,MOYO,DEPUTY  HEAD,Mixed day,6,3,,9,
2013,309,MOYO,DEPUTY  HEAD,Mixed day,7,2,0,9,
2013,309,MOYO,HEADTEACHER,Mixed day,8,1,2,9,
2013,309,MOYO,TEACHER LEFT IN CHARGE,Mixed day,14,4,0,18,
2013,309,MOYO,H/TEACHER,Mixed day,10,4,1,14,
2013,309,MOYO,HEADTEACHER,Mixed day,8,3,,11,
2013,309,MOYO,HEADTEACHER,Mixed day,11,10,0,21,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Boys day and boarding,9,1,,10,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,11,5,2,16,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,11,6,,17,
2013,311,NAKAPIRIPIRIT,DEPUTY,Mixed boarding,12,4,0,16,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,8,6,0,14,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,8,3,,11,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,6,2,,8,
2013,311,NAKAPIRIPIRIT,headteacher,Mixed boarding,5,1,,6,
2013,311,NAKAPIRIPIRIT,DEP H/T,Mixed day,1,2,,3,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,7,4,0,11,
2013,311,NAKAPIRIPIRIT,H/T,Mixed day,7,5,,12,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10,5,5,15,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed day,12,9,1,21,
2013,311,NAKAPIRIPIRIT,DEPUTY,Mixed day,5,3,0,8,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10,2,2,12,
2013,311,NAKAPIRIPIRIT,TEACHER LEFT IN CHARGE,Mixed day,8,2,,10,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,7,3,1,10,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed boarding,4,4,4,8,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,5,1,,6,
2013,311,NAKAPIRIPIRIT,D/HEADTEACHER,Mixed day,4,1,,5,
2013,311,NAKAPIRIPIRIT,TEACHER LEFT IN CHARGE,,7,6,2,13,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,11,5,,16,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,12,4,,15,
2013,311,NAKAPIRIPIRIT,DEP H/T,Boys day and boarding,9,1,,10,
2013,311,NAKAPIRIPIRIT,DEPUTY HEADTEACHER,Mixed boarding,9,5,2,14,
2013,311,NAKAPIRIPIRIT,DEP H/T,Boys day and boarding,12,9,1,21,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,10,2,2,12,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Mixed day,8,1,,9,
2013,311,NAKAPIRIPIRIT,HEADTEACHER,Boys day and boarding,5,2,,7,
2013,311,NAKAPIRIPIRIT,H/T,Boys day and boarding,7,4,,11,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,9,2,1,11,
2013,310,NEBBI,HEADTEACHER,Mixed day,9,1,,10,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,13,12,,,
2013,310,NEBBI,HEADTEACHER,Mixed day,7,3,1,10,
2013,310,NEBBI,HEADTEACHER,Mixed day,8,1,0,9,
2013,310,NEBBI,HEAD TEACHER,Mixed day,1,1,,11,
2013,310,NEBBI,HEADTEACHER,Mixed day,11,3,,14,
2013,310,NEBBI,dep teacher,Mixed day,7,2,1,9,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,7,7,1,14,
2013,310,NEBBI,HEADTEACHER,Mixed day,17,6,,23,
2013,310,NEBBI,HEADTEACHER,Mixed day,9,2,,11,
2013,310,NEBBI,HEADTEACHER,Mixed day,10,3,0,13,
2013,310,NEBBI,DEPUTY TEACHER,Mixed day,16,2,0,18,
2013,310,NEBBI,HEADTEACHER,Mixed day,4,2,,6,
2013,310,NEBBI,HEADTEACHER,Mixed day,13,4,,17,
2013,310,NEBBI,HEADTEACHER,Mixed day,10,15,,15,
2013,310,NEBBI,HEADTEACHER,Mixed day,10,2,0,12,
2013,310,NEBBI,HEADTEACHER,Mixed day,11,4,1,15,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,9,5,,14,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,5,4,0,9,
2013,310,NEBBI,HEAD TEACHER,Mixed day,10,3,,13,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,15,3,2,18,
2013,310,NEBBI,TEACHER  LEFT  IN CHARGE,Mixed day,11,1,0,12,
2013,310,NEBBI,HEADTEACHER,Mixed day,10,3,,13,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,7,3,0,10,
2013,310,NEBBI,DEPUTY HEADTEACHER,Mixed day,5,6,,11,
2013,310,NEBBI,headteacher,Mixed day,8,2,0,10,
2013,310,NEBBI,HEADTEACHER,Mixed day,9,3,,12,
2013,310,NEBBI,HEADTEACHER,Mixed day,12,4,2,16,
2013,310,NEBBI,HEADTEACHER,Mixed day,8,1,0,9,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,12,3,,15,
2013,320,NYADRI,,,,,,,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,18,8,,26,
2013,320,NYADRI,HEADTEACHER,Mixed day,10,10,0,20,
2013,320,NYADRI,HEADTEACHER,Mixed day,14,4,2,18,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,,,,9,
2013,320,NYADRI,DEP H/T,Mixed day,17,1,,18,
2013,320,NYADRI,HEADTEACHER,Mixed day,12,9,,21,
2013,320,NYADRI,HEADTEACHER,Mixed day,14,4,,18,
2013,320,NYADRI,HEAD TEACHER,Mixed day,14,2,,16,
2013,320,NYADRI,DEPUTY HEAD TEACER,Mixed day,12,3,,15,
2013,320,NYADRI,HEADTEACHER,Mixed day,17,3,1,20,
2013,320,NYADRI,h/teacher,Mixed day,10,10,,220,
2013,320,NYADRI,HEAD TEACHER,Mixed day,13,7,,,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,18,3,4,21,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,8,2,0,10,
2013,320,NYADRI,HEADTEACHER,Mixed day,11,6,,17,
2013,320,NYADRI,HEADTEACHER,Mixed day,13,2,1,15,
2013,320,NYADRI,HEADTEACHER,Mixed day,14,2,,16,
2013,320,NYADRI,HEADTEACHER,Mixed day,16,8,,24,
2013,320,NYADRI,h/teacher,Mixed day,20,9,,29,
2013,320,NYADRI,HEADTEACHER,Mixed day,10,6,2,16,
2013,320,NYADRI,TEACHER LEFT IN-CHARGE,Mixed day,6,2,,8,
2013,320,NYADRI,,Mixed day,15,6,1,21,
2013,320,NYADRI,HEADTEACHER,Mixed day,13,6,1,19,
2013,320,NYADRI,DEPUTY HEADTEACHER,Mixed day,15,8,,23,
2013,320,NYADRI,HEADTEACHER,Mixed day,19,6,,25,
2013,321,OYAM,HEADTEACHER,Mixed day,9,2,,11,
2013,321,OYAM,HEADTEACHER,Mixed day,14,4,,18,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,13,5,,18,
2013,321,OYAM,headteacher,Mixed day,10,4,,14,
2013,321,OYAM,HEADTEACHER,Mixed day,12,4,2,16,
2013,321,OYAM,HEAD TEACHER,Mixed day,13,8,,21,
2013,321,OYAM,HEADTEACHER,Mixed day,12,3,1,15,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,7,3,0,10,
2013,321,OYAM,HEADTEACHER,Mixed day,16,1,,17,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,6,8,,14,
2013,321,OYAM,DEPUTY  HEADTEACHER,Mixed day,12,3,0,15,
2013,321,OYAM,d/teacher,Mixed day,13,4,0,17,
2013,321,OYAM,HEADTEACHER,Mixed day,10,2,0,12,
2013,321,OYAM,HEADTEACHER,Mixed day,14,2,,16,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,10,4,0,14,
2013,321,OYAM,HEADTEACHER,Mixed day,12,1,,13,
2013,321,OYAM,HEADTEACHER,Mixed day,12,1,,13,
2013,321,OYAM,HEADTEACHER,Mixed day,10,2,,12,
2013,321,OYAM,HEADTEACHER,Mixed day,9,3,,12,
2013,321,OYAM,HEADTEACHER,Mixed day,10,5,5,15,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,15,4,3,19,
2013,321,OYAM,HEADTEACHER,Mixed day,13,7,0,20,
2013,321,OYAM,HEADTEACHER,Mixed day,10,2,,12,
2013,321,OYAM,HEADTEACHER,Mixed day,13,25,1,15,
2013,321,OYAM,TEACHER LEFT IN CHARGE,Mixed day,9,2,,11,
2013,321,OYAM,h/teacher,Mixed day,12,4,1,16,
2013,321,OYAM,HEADTEACHER,Mixed day,12,3,4,15,
2013,321,OYAM,DEPUTY HEADTEACHER,Mixed day,17,1,,18,
2013,312,PADER,TEACHER IN CHARGE,Mixed day,10,1,0,11,
2013,312,PADER,HEADTEACHER,Mixed day,7,3,1,10,
2013,312,PADER,HEADTEACHER,Mixed day,7,1,,8,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,5,3,,8,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9,1,,10,
2013,312,PADER,HEADTEACHER,Mixed day,6,1,0,7,
2013,312,PADER,HEADTEACHER,Mixed day,10,2,,12,
2013,312,PADER,deputy headteacher,Mixed day,7,2,,9,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,4,1,,5,
2013,312,PADER,TEACHER IN CHARGE,Mixed day,10,2,0,12,
2013,312,PADER,HEADTEACHER,Mixed day,13,3,,16,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9,1,1,10,
2013,312,PADER,HEADTEACHER,Mixed day,6,,,6,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,9,1,,10,
2013,312,PADER,HEADTEACHER,Mixed day,9,1,,10,
2013,312,PADER,HEADTEACHER,Mixed day,5,3,,8,
2013,312,PADER,TEACHER LEFT IN CHARGE,,5,3,1,8,
2013,312,PADER,TEACHER LEFT IN CHARGE,Mixed day,12,7,13,19,
2013,312,PADER,TEACHER LEFT IN CHARGE,Mixed day,5,2,,7,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,7,3,,10,
2013,312,PADER,HEADTEACHER,Mixed day,13,2,1,15,
2013,312,PADER,TEACHER IN CHARGE,Mixed day,6,4,,10,
2013,312,PADER,HEADTEACHER,Mixed day,9,3,0,12,
2013,312,PADER,DEPUTY,Mixed day,8,2,1,10,
2013,312,PADER,HEADTEACHER,Mixed day,8,,,8,
2013,312,PADER,HEAD TEACHER,Mixed day,13,3,,16,
2013,312,PADER,DEPUTY HEADTEACHER,Mixed day,19,6,2,25,
2013,312,PADER,DEPUTY,Mixed day,7,1,0,8,
2013,312,PADER,HEADTEACHER,Mixed day,5,1,1,6,
2013,313,YUMBE,HEADTEACHER,Mixed day,12,4,,16,
2013,313,YUMBE,HEADTEACHER,Mixed day,12,1,,13,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,16,3,,19,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,14,5,1,19,
2013,313,YUMBE,TEACHER LEFT IN CHARGE,Mixed day,6,3,0,9,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,5,3,,8,
2013,313,YUMBE,TEACHER IN CHAARGE,Mixed day,12,2,,14,
2013,313,YUMBE,HEADTEACHER,Mixed day,7,1,,8,
2013,313,YUMBE,DEPUTY HEAD TEACHER,Mixed day,14,1,,15,
2013,313,YUMBE,HEADTEACHER,Mixed day,11,8,0,19,
2013,313,YUMBE,HEADTEACHER,Mixed day,14,9,2,23,
2013,313,YUMBE,HEADTEACHER,Mixed day,9,1,1,10,
2013,313,YUMBE,HEADTEACHER,Mixed day,8,2,,10,
2013,313,YUMBE,HEADTEACHER,Mixed day,21,3,,24,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,10,2,,12,
2013,313,YUMBE,HEADTEACHER,Mixed day,14,3,,17,
2013,313,YUMBE,HEADTEACHER,Mixed day,10,6,,16,
2013,313,YUMBE,DEPUTY,Mixed day,17,1,0,18,
2013,313,YUMBE,HEADTEACHER,Mixed day,9,1,,10,
2013,313,YUMBE,HEADTEACHER,Mixed day,10,2,,12,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,12,4,,16,
2013,313,YUMBE,HEADTEACHER,Mixed day,8,2,,10,
2013,313,YUMBE,HEADTEACHER,Mixed day,14,2,,16,
2013,313,YUMBE,HEADTEACHER,Mixed day,14,5,,19,
2013,313,YUMBE,HEADTEACHER,Mixed day,13,1,,14,
2013,313,YUMBE,HEADTEACHER,Mixed day,7,2,,9,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,9,4,,13,
2013,313,YUMBE,TEACHER LEFT IN CHARGE,Mixed day,14,5,,19,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,13,4,0,17,
2013,313,YUMBE,DEPUTY HEADTEACHER,Mixed day,7,2,1,9,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,8,6,,14,
2013,416,BULIISA,HEADTEACHER,Mixed day,5,5,,10,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,4,2,1,6,
2013,416,BULIISA,HEADTEACHER,Mixed day,8,5,2,13,
2013,416,BULIISA,HEADTEACHER,Mixed day,3,6,,9,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,16,3,2,19,
2013,416,BULIISA,TEACHER LEFT IN CHARGE,Mixed day,14,5,1,19,
2013,416,BULIISA,TEACHER,Mixed day,6,2,0,8,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,9,1,,10,
2013,416,BULIISA,HEADTEACHER,Mixed day,3,7,2,10,
2013,416,BULIISA,HEADTEACHER,Mixed day,8,6,2,14,
2013,416,BULIISA,HEADTEACHER,Mixed day,10,3,,13,
2013,416,BULIISA,HEADTEACHER,Mixed day,10,3,,13,
2013,416,BULIISA,HEADTEACHER,Mixed day,8,6,,14,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,11,5,1,16,
2013,416,BULIISA,DEP H/T,Mixed day,9,4,,13,
2013,416,BULIISA,h/teacher,Mixed day,12,4,,16,
2013,416,BULIISA,TEACHER,Mixed day,6,0,0,6,
2013,416,BULIISA,HEADTEACHER,Mixed day,3,3,,6,
2013,416,BULIISA,HEADTEACHER,Mixed day,8,2,,10,
2013,416,BULIISA,DEP H/T,Mixed day,8,6,1,14,
2013,416,BULIISA,DEPUTY  HEAD,Mixed day,9,8,2,17,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,11,3,1,14,
2013,416,BULIISA,HEADTEACHER,Mixed day,8,5,2,13,
2013,416,BULIISA,DEPUTY HEADTEACHER,Mixed day,8,6,1,14,
2013,416,BULIISA,HEADTEACHER,Mixed day,9,2,1,11,
2013,416,BULIISA,HEADTEACHER,Mixed day,6,1,1,7,
2013,416,BULIISA,TEACHER LEFT IN CHARGE,Mixed day,5,2,,7,
2013,416,BULIISA,HEADTEACHER,Mixed day,7,2,2,9,
2013,416,BULIISA,HEADTEACHER,Mixed day,7,2,2,9,
2013,401,BUNDIBUGYO,TEACHER LEFT INCHARGE,Mixed day,4,4,0,8,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,8,4,,12,
2013,401,BUNDIBUGYO,HEAD TEACHER,Mixed day,9,2,,11,
2013,401,BUNDIBUGYO,TEACHER IN CHARGE,Mixed day,5,1,,6,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,10,2,,12,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,5,0,0,5,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,8,3,0,11,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,13,5,,18,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,8,3,,11,
2013,401,BUNDIBUGYO,TEACHER LEFT IN CHARGE,Mixed day,6,3,,9,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,8,2,0,10,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,8,6,,14,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,6,8,,14,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,10,0,0,10,
2013,401,BUNDIBUGYO,D/HEADTEACHER,Mixed day,8,7,,15,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,11,3,1,14,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,4,2,,6,
2013,401,BUNDIBUGYO,DEPUTY HEAD TEACHER,Mixed day,12,1,0,13,
2013,401,BUNDIBUGYO,H/T,Mixed day,9,2,2,11,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,8,2,,10,
2013,401,BUNDIBUGYO,HEADTEACHER,Mixed day,7,0,,7,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,12,1,,13,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,10,2,,12,
2013,401,BUNDIBUGYO,HEADTECHER,Mixed day,4,5,,9,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,7,7,0,14,
2013,401,BUNDIBUGYO,DEPUTY HEADTEACHER,Mixed day,11,4,1,15,
2013,401,BUNDIBUGYO,TEACHER LEFT IN CHARGE,Mixed day,5,2,,7,
2013,401,BUNDIBUGYO,D/HEADTESCHER,Mixed day,9,6,1,15,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,9,3,,12,
2013,402,BUSHENYI,DEPUTY HEADTEACHER,Mixed day,3,3,,6,
2013,402,BUSHENYI,DEPUTY HEADTEACHER,Mixed day,5,5,,10,
2013,402,BUSHENYI,DEPUTY HEADTEACHER,Boys day and boarding,5,10,,15,
2013,402,BUSHENYI,DEPUTY HEADTEACHER,Mixed day,6,7,,13,
2013,402,BUSHENYI,HEADTEACHER,Mixed boarding,9,10,0,19,
2013,402,BUSHENYI,TEACHER LEFT IN CHARGE,Mixed day,6,6,,12,
2013,402,BUSHENYI,DEPUTY,Boys day and boarding,8,9,,17,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,4,3,,7,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,7,6,,13,
2013,402,BUSHENYI,h/teacher,Mixed day,6,3,,9,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,7,3,0,10,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,8,8,1,17,
2013,402,BUSHENYI,HEADTEACHER,,4,6,1,10,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,1,7,,8,
2013,402,BUSHENYI,TEACHER LEFT IN CHARGE,Mixed day,5,7,0,12,
2013,402,BUSHENYI,HEADVTEACHER,Mixed day,4,6,,10,
2013,402,BUSHENYI,HEADTEACHER,,9,10,,19,
2013,402,BUSHENYI,HEADTEACHER,Boys day and boarding,12,7,,19,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,5,7,,12,
2013,402,BUSHENYI,DEPUTY HEADTEACHER,Mixed day,6,5,,11,
2013,402,BUSHENYI,HEADTEACHER,Boys day and boarding,5,7,1,12,
2013,402,BUSHENYI,DEPUTY  HEAD  TEACHER,Mixed day,5,3,,8,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,5,10,,15,
2013,402,BUSHENYI,TEACHER LEFT IN CHARGE,Mixed day,11,5,,16,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,7,6,,13,
2013,402,BUSHENYI,DEPUTY HEAD TEACHER,Mixed day,2,6,0,8,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,9,2,,11,
2013,402,BUSHENYI,HEADTEACHER,Mixed day,5,8,,13,
2013,402,BUSHENYI,TEACHER LEFT IN CHARGE,Mixed day,7,5,1,12,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,6,3,,9,
2013,403,HOIMA,HEADTEACHER,Mixed day,3,10,,13,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,2,7,0,9,
2013,403,HOIMA,HEADTEACHER,Mixed day,4,8,1,12,
2013,403,HOIMA,HEADTEACHER,Mixed day,4,4,,8,
2013,403,HOIMA,HEADTEACHER,Mixed day,5,3,,8,
2013,403,HOIMA,d/teacher,Mixed day,3,5,1,8,
2013,403,HOIMA,HEADTEACHER,Mixed day,3,4,,7,
2013,403,HOIMA,TEACHER LEFT IN-CHARGE,Mixed day,5,4,1,9,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,6,3,,9,
2013,403,HOIMA,HEADTEACHER,Mixed day,7,3,,10,
2013,403,HOIMA,HEADTEACHER,Mixed day,5,21,,26,
2013,403,HOIMA,HEADTEACHER,Mixed day,10,6,2,16,
2013,403,HOIMA,HEADTEACHER,Mixed day,5,4,,9,
2013,403,HOIMA,,Mixed day,2,6,,8,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,4,4,1,8,
2013,403,HOIMA,TEACHER LEFT IN CHARGE,Mixed day,2,7,,9,
2013,403,HOIMA,HEADTEACHER,Mixed day,8,3,,11,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,4,5,3,9,
2013,403,HOIMA,d/teacher,Mixed day,8,2,1,10,
2013,403,HOIMA,headteacher,Mixed day,7,2,,9,
2013,403,HOIMA,HEADTEACHER,Mixed day,8,5,2,13,
2013,403,HOIMA,HEADTEACHER,Mixed day,3,9,,12,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,9,8,2,17,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,4,6,0,10,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,3,6,,9,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,3,10,,13,
2013,403,HOIMA,HEADTEACHER,Mixed day,3,7,2,10,
2013,403,HOIMA,TEACHER IN CHARGE,Mixed day,5,3,,8,
2013,403,HOIMA,DEPUTY HEADTEACHER,Mixed day,6,3,,9,
2013,417,IBANDA,HEADTEACHER,Mixed day,4,6,3,10,
2013,417,IBANDA,TEACHER LEFT IN CHARGE,Mixed day,12,6,,18,
2013,417,IBANDA,TEACHER LEFT IN CHARGE,Mixed day,5,5,,10,
2013,417,IBANDA,DEPUTY HEADTEACHER,Boys day and boarding,13,17,,30,
2013,417,IBANDA,HEADTEACHER,Mixed day,5,4,0,9,
2013,417,IBANDA,HEADTEACHER,Mixed day,8,5,0,13,
2013,417,IBANDA,HEADTEACHER,Mixed day,3,4,,7,
2013,417,IBANDA,HEADTEACHER,Mixed day,7,4,,11,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,8,2,0,10,
2013,417,IBANDA,HEADTEACHER,Mixed day,12,2,2,14,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,8,4,1,12,
2013,417,IBANDA,headteacher,Mixed day,5,8,13,13,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed boarding,10,4,1,14,
2013,417,IBANDA,TEACHER LEFT IN CHARGE,Mixed day,7,1,,8,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,24,2,0,26,
2013,417,IBANDA,HEADTEACHER,Mixed day,4,5,0,9,
2013,417,IBANDA,HEADTEACHER,Mixed day,9,9,,18,
2013,417,IBANDA,HEADTEACHER,Mixed day,7,5,,12,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,8,2,0,10,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,8,6,,14,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,4,4,,8,
2013,417,IBANDA,HEADTEACHER,Mixed day,1,5,0,6,
2013,417,IBANDA,HEADTEACHER,Mixed day,10,1,,11,
2013,417,IBANDA,HEADTEACHER,Mixed day,7,2,,9,
2013,417,IBANDA,DEPUTY HEADTEACHER,Mixed day,8,5,,13,
